服务器输出文件名	config_equip_base.xml	根名称	ability																																								
客户端输出文件名	config_equip_base.xml	项名称	equip_base																																								
装备类型id	名称	描述	主类型	要求等级	出售货币类型	出售货币数量	排序权重(大的排前面)	有效时间	标记	分组大小	职业要求	部位	资质	品质	阶	主属性类型	数值	武力	身手	内力	生命上限	生命回复	怒气上限	怒气回复	武攻	武防	内力	内防	暴击率:百份比	暴击伤害:百份比	格挡率:百份比	格挡值:百份比	闪避:百份比	命中:百份比	伤害减免:百份比	CD减免:百份比	近战减免:百份比	远程减免:百份比	击中生命回复	击杀怒气回复	装备图标名称	模型形象	模型发型
100240301	淑女剑	就像淑女的身材一样细	1	40	12	10	6	0	3	1	4	0	2	4	3	107	273	2.4	3.12	1.44	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4003	0
100240401	鱼肠剑	专诸置匕首于鱼腹中，以刺杀吴王僚	1	60	12	10	6	0	3	1	4	0	2	4	4	107	409.5	3.6	4.68	2.16	0	0	0	0	409.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4004	0
100240501	凝碧剑	亮丽宝剑，杀人于亮光之间	1	80	12	10	6	0	3	1	4	0	2	4	5	107	546	4.8	6.24	2.88	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4005	0
100240601	玉女剑	双剑合壁，威力奇大，玉女剑为其一	1	100	12	10	6	0	3	1	4	0	2	4	6	107	682.5	6	7.8	3.6	0	0	0	0	682.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	4005	0
100240701	玄铁剑	持之亦几无敌于天下	1	120	12	10	6	0	3	1	4	0	2	4	7	107	819	7.2	9.36	4.32	0	0	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4005	0
100240801	芙蓉剑	铜锡合金，是一把尊贵无双的剑	1	140	12	10	6	0	3	1	4	0	2	4	8	107	955.5	8.4	10.92	5.04	0	0	0	0	955.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4005	0
100240901	千幻剑	挥出千道幻影，防不胜防	1	160	12	10	6	0	3	1	4	0	2	4	9	107	1092	9.6	12.48	5.76	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4005	0
100241001	残月剑	月残过半，才出此剑	1	180	12	10	6	0	3	1	4	0	2	4	10	107	1228.5	10.8	14.04	6.48	0	0	0	0	1228.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4005	0
100241101	无形神剑	以无形胜有形，人剑合一	1	200	12	10	6	0	3	1	4	0	2	4	11	107	1365	12	15.6	7.2	0	0	0	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4005	0
100340101	铁剑	没什么特别的一把铁剑	1	10	12	10	6	0	3	1	4	0	3	4	1	107	97.5	0.6	0.96	0.36	0	0	0	0	97.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4001	0
100340201	软剑	材料好像很特殊，可以弯曲	1	20	12	10	6	0	3	1	4	0	3	4	2	107	195	1.2	1.92	0.72	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4002	0
100340301	淑女剑	就像淑女的身材一样细	1	40	12	10	6	0	3	1	4	0	3	4	3	107	390	2.4	3.84	1.44	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4003	0
100340401	鱼肠剑	专诸置匕首于鱼腹中，以刺杀吴王僚	1	60	12	10	6	0	3	1	4	0	3	4	4	107	585	3.6	5.76	2.16	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4004	0
100340501	凝碧剑	亮丽宝剑，杀人于亮光之间	1	80	12	10	6	0	3	1	4	0	3	4	5	107	780	4.8	7.68	2.88	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4005	0
100340601	玉女剑	双剑合壁，威力奇大，玉女剑为其一	1	100	12	10	6	0	3	1	4	0	3	4	6	107	975	6	9.6	3.6	0	0	0	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	4005	0
100340701	玄铁剑	持之亦几无敌于天下	1	120	12	10	6	0	3	1	4	0	3	4	7	107	1170	7.2	11.52	4.32	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4005	0
100340801	芙蓉剑	铜锡合金，是一把尊贵无双的剑	1	140	12	10	6	0	3	1	4	0	3	4	8	107	1365	8.4	13.44	5.04	0	0	0	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4005	0
100340901	千幻剑	挥出千道幻影，防不胜防	1	160	12	10	6	0	3	1	4	0	3	4	9	107	1560	9.6	15.36	5.76	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4005	0
100341001	残月剑	月残过半，才出此剑	1	180	12	10	6	0	3	1	4	0	3	4	10	107	1755	10.8	17.28	6.48	0	0	0	0	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4005	0
100341101	无形神剑	以无形胜有形，人剑合一	1	200	12	10	6	0	3	1	4	0	3	4	11	107	1950	12	19.2	7.2	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4005	0
100150101	铁剑	没什么特别的一把铁剑	1	10	12	10	5	0	3	1	4	0	1	5	1	107	53.625	0.6	0.24	0.9	0	0	0	0	53.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4001	0
100150201	软剑	材料好像很特殊，可以弯曲	1	20	12	10	5	0	3	1	4	0	1	5	2	107	107.25	1.2	0.48	1.8	0	0	0	0	107.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4002	0
100150301	淑女剑	就像淑女的身材一样细	1	40	12	10	5	0	3	1	4	0	1	5	3	107	214.5	2.4	0.96	3.6	0	0	0	0	214.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4003	0
100150401	鱼肠剑	专诸置匕首于鱼腹中，以刺杀吴王僚	1	60	12	10	5	0	3	1	4	0	1	5	4	107	321.75	3.6	1.44	5.4	0	0	0	0	321.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4004	0
100150501	凝碧剑	亮丽宝剑，杀人于亮光之间	1	80	12	10	5	0	3	1	4	0	1	5	5	107	429	4.8	1.92	7.2	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4005	0
100150601	玉女剑	双剑合壁，威力奇大，玉女剑为其一	1	100	12	10	5	0	3	1	4	0	1	5	6	107	536.25	6	2.4	9	0	0	0	0	536.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	4005	0
100150701	玄铁剑	持之亦几无敌于天下	1	120	12	10	5	0	3	1	4	0	1	5	7	107	643.5	7.2	2.88	10.8	0	0	0	0	643.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4005	0
100150801	芙蓉剑	铜锡合金，是一把尊贵无双的剑	1	140	12	10	5	0	3	1	4	0	1	5	8	107	750.75	8.4	3.36	12.6	0	0	0	0	750.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4005	0
100150901	千幻剑	挥出千道幻影，防不胜防	1	160	12	10	5	0	3	1	4	0	1	5	9	107	858	9.6	3.84	14.4	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4005	0
100151001	残月剑	月残过半，才出此剑	1	180	12	10	5	0	3	1	4	0	1	5	10	107	965.25	10.8	4.32	16.2	0	0	0	0	965.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4005	0
100151101	无形神剑	以无形胜有形，人剑合一	1	200	12	10	5	0	3	1	4	0	1	5	11	107	1072.5	12	4.8	18	0	0	0	0	1072.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4005	0
100250101	铁剑	没什么特别的一把铁剑	1	10	12	10	5	0	3	1	4	0	2	5	1	107	75.075	0.6	0.78	0.9	0	0	0	0	75.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4001	0
100250201	软剑	材料好像很特殊，可以弯曲	1	20	12	10	5	0	3	1	4	0	2	5	2	107	150.15	1.2	1.56	1.8	0	0	0	0	150.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4002	0
100250301	淑女剑	就像淑女的身材一样细	1	40	12	10	5	0	3	1	4	0	2	5	3	107	300.3	2.4	3.12	3.6	0	0	0	0	300.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4003	0
100250401	鱼肠剑	专诸置匕首于鱼腹中，以刺杀吴王僚	1	60	12	10	5	0	3	1	4	0	2	5	4	107	450.45	3.6	4.68	5.4	0	0	0	0	450.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4004	0
100250501	凝碧剑	亮丽宝剑，杀人于亮光之间	1	80	12	10	5	0	3	1	4	0	2	5	5	107	600.6	4.8	6.24	7.2	0	0	0	0	600.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4005	0
100250601	玉女剑	双剑合壁，威力奇大，玉女剑为其一	1	100	12	10	5	0	3	1	4	0	2	5	6	107	750.75	6	7.8	9	0	0	0	0	750.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	4005	0
100250701	玄铁剑	持之亦几无敌于天下	1	120	12	10	5	0	3	1	4	0	2	5	7	107	900.9	7.2	9.36	10.8	0	0	0	0	900.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4005	0
100250801	芙蓉剑	铜锡合金，是一把尊贵无双的剑	1	140	12	10	5	0	3	1	4	0	2	5	8	107	1051.05	8.4	10.92	12.6	0	0	0	0	1051.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4005	0
100250901	千幻剑	挥出千道幻影，防不胜防	1	160	12	10	5	0	3	1	4	0	2	5	9	107	1201.2	9.6	12.48	14.4	0	0	0	0	1201.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4005	0
100251001	残月剑	月残过半，才出此剑	1	180	12	10	5	0	3	1	4	0	2	5	10	107	1351.35	10.8	14.04	16.2	0	0	0	0	1351.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4005	0
100251101	无形神剑	以无形胜有形，人剑合一	1	200	12	10	5	0	3	1	4	0	2	5	11	107	1501.5	12	15.6	18	0	0	0	0	1501.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4005	0
100350101	铁剑	没什么特别的一把铁剑	1	10	12	10	5	0	3	1	4	0	3	5	1	107	107.25	0.6	0.96	0.9	0	0	0	0	107.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4001	0
100350201	软剑	材料好像很特殊，可以弯曲	1	20	12	10	5	0	3	1	4	0	3	5	2	107	214.5	1.2	1.92	1.8	0	0	0	0	214.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4002	0
100350301	淑女剑	就像淑女的身材一样细	1	40	12	10	5	0	3	1	4	0	3	5	3	107	429	2.4	3.84	3.6	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4003	0
100350401	鱼肠剑	专诸置匕首于鱼腹中，以刺杀吴王僚	1	60	12	10	5	0	3	1	4	0	3	5	4	107	643.5	3.6	5.76	5.4	0	0	0	0	643.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4004	0
100350501	凝碧剑	亮丽宝剑，杀人于亮光之间	1	80	12	10	5	0	3	1	4	0	3	5	5	107	858	4.8	7.68	7.2	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	4005	0
100350601	玉女剑	双剑合壁，威力奇大，玉女剑为其一	1	100	12	10	5	0	3	1	4	0	3	5	6	107	1072.5	6	9.6	9	0	0	0	0	1072.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	4005	0
100350701	玄铁剑	持之亦几无敌于天下	1	120	12	10	5	0	3	1	4	0	3	5	7	107	1287	7.2	11.52	10.8	0	0	0	0	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4005	0
100350801	芙蓉剑	铜锡合金，是一把尊贵无双的剑	1	140	12	10	5	0	3	1	4	0	3	5	8	107	1501.5	8.4	13.44	12.6	0	0	0	0	1501.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	4005	0
100350901	千幻剑	挥出千道幻影，防不胜防	1	160	12	10	5	0	3	1	4	0	3	5	9	107	1716	9.6	15.36	14.4	0	0	0	0	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4005	0
100351001	残月剑	月残过半，才出此剑	1	180	12	10	5	0	3	1	4	0	3	5	10	107	1930.5	10.8	17.28	16.2	0	0	0	0	1930.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4005	0
100351101	无形神剑	以无形胜有形，人剑合一	1	200	12	10	5	0	3	1	4	0	3	5	11	107	2145	12	19.2	18	0	0	0	0	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	4005	0
101110101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	9	0	3	1	4	1	1	1	1	108	5.25	0	0	0	0	0	0	0	0	5.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1001Y	1001T
101110201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	9	0	3	1	4	1	1	1	2	108	10.5	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1002Y	1002T
101110301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	9	0	3	1	4	1	1	1	3	108	21	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1003Y	1003T
101110401	隐世服	世外高人所炼化服饰	1	60	12	10	9	0	3	1	4	1	1	1	4	108	31.5	0	0	0	0	0	0	0	0	31.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1004Y	1004T
101110501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	9	0	3	1	4	1	1	1	5	108	42	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1005Y	1005T
101110601	七星衣	七星所化，蕴涵神力	1	100	12	10	9	0	3	1	4	1	1	1	6	108	52.5	0	0	0	0	0	0	0	0	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1005Y	1005T
101110701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	9	0	3	1	4	1	1	1	7	108	63	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1005Y	1005T
101110801	琳寒仙衣	天宫极寒之地所藏	1	140	12	10	9	0	3	1	4	1	1	1	8	108	73.5	0	0	0	0	0	0	0	0	73.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1005Y	1005T
101110901	圣绵仙衣	古墓之圣物，权贵的象征	1	160	12	10	9	0	3	1	4	1	1	1	9	108	84	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1005Y	1005T
101111001	天火圣衣	天火所化身为衣物，极为凶煞	1	180	12	10	9	0	3	1	4	1	1	1	10	108	94.5	0	0	0	0	0	0	0	0	94.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101111101	御龙圣衣	传说神龙的皮所制作而成，天地圣物	1	200	12	10	9	0	3	1	4	1	1	1	11	108	105	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101210101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	9	0	3	1	4	1	2	1	1	108	7.35	0	0	0	0	0	0	0	0	7.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1001Y	1001T
101210201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	9	0	3	1	4	1	2	1	2	108	14.7	0	0	0	0	0	0	0	0	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1002Y	1002T
101210301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	9	0	3	1	4	1	2	1	3	108	29.4	0	0	0	0	0	0	0	0	29.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1003Y	1003T
101210401	隐世服	世外高人所炼化服饰	1	60	12	10	9	0	3	1	4	1	2	1	4	108	44.1	0	0	0	0	0	0	0	0	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1004Y	1004T
101210501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	9	0	3	1	4	1	2	1	5	108	58.8	0	0	0	0	0	0	0	0	58.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1005Y	1005T
101210601	七星衣	七星所化，蕴涵神力	1	100	12	10	9	0	3	1	4	1	2	1	6	108	73.5	0	0	0	0	0	0	0	0	73.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1005Y	1005T
101210701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	9	0	3	1	4	1	2	1	7	108	88.2	0	0	0	0	0	0	0	0	88.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1005Y	1005T
101210801	琳寒仙衣	天宫极寒之地所藏	1	140	12	10	9	0	3	1	4	1	2	1	8	108	102.9	0	0	0	0	0	0	0	0	102.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1005Y	1005T
101210901	圣绵仙衣	古墓之圣物，权贵的象征	1	160	12	10	9	0	3	1	4	1	2	1	9	108	117.6	0	0	0	0	0	0	0	0	117.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101211001	天火圣衣	天火所化身为衣物，极为凶煞	1	180	12	10	9	0	3	1	4	1	2	1	10	108	132.3	0	0	0	0	0	0	0	0	132.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101211101	御龙圣衣	传说神龙的皮所制作而成，天地圣物	1	200	12	10	9	0	3	1	4	1	2	1	11	108	147	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1005Y	1005T
101310101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	9	0	3	1	4	1	3	1	1	108	10.5	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1001Y	1001T
101310201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	9	0	3	1	4	1	3	1	2	108	21	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1002Y	1002T
101310301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	9	0	3	1	4	1	3	1	3	108	42	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1003Y	1003T
101310401	隐世服	世外高人所炼化服饰	1	60	12	10	9	0	3	1	4	1	3	1	4	108	63	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1004Y	1004T
101310501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	9	0	3	1	4	1	3	1	5	108	84	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1005Y	1005T
101310601	七星衣	七星所化，蕴涵神力	1	100	12	10	9	0	3	1	4	1	3	1	6	108	105	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1005Y	1005T
101310701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	9	0	3	1	4	1	3	1	7	108	126	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1005Y	1005T
101310801	琳寒仙衣	天宫极寒之地所藏	1	140	12	10	9	0	3	1	4	1	3	1	8	108	147	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101310901	圣绵仙衣	古墓之圣物，权贵的象征	1	160	12	10	9	0	3	1	4	1	3	1	9	108	168	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101311001	天火圣衣	天火所化身为衣物，极为凶煞	1	180	12	10	9	0	3	1	4	1	3	1	10	108	189	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1005Y	1005T
101311101	御龙圣衣	传说神龙的皮所制作而成，天地圣物	1	200	12	10	9	0	3	1	4	1	3	1	11	108	210	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1005Y	1005T
101120101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	8	0	3	1	4	1	1	2	1	108	6	0.3	0.24	0.66	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1001Y	1001T
101120201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	8	0	3	1	4	1	1	2	2	108	12	0.6	0.48	1.32	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1002Y	1002T
101120301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	8	0	3	1	4	1	1	2	3	108	24	1.2	0.96	2.64	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1003Y	1003T
101120401	隐世服	世外高人所炼化服饰	1	60	12	10	8	0	3	1	4	1	1	2	4	108	36	1.8	1.44	3.96	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1004Y	1004T
101120501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	8	0	3	1	4	1	1	2	5	108	48	2.4	1.92	5.28	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1005Y	1005T
101120601	七星衣	七星所化，蕴涵神力	1	100	12	10	8	0	3	1	4	1	1	2	6	108	60	3	2.4	6.6	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1005Y	1005T
101120701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	8	0	3	1	4	1	1	2	7	108	72	3.6	2.88	7.92	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101120801	琳寒仙衣	天宫极寒之地所藏	1	140	12	10	8	0	3	1	4	1	1	2	8	108	84	4.2	3.36	9.24	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101120901	圣绵仙衣	古墓之圣物，权贵的象征	1	160	12	10	8	0	3	1	4	1	1	2	9	108	96	4.8	3.84	10.56	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1005Y	1005T
101121001	天火圣衣	天火所化身为衣物，极为凶煞	1	180	12	10	8	0	3	1	4	1	1	2	10	108	108	5.4	4.32	11.88	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1005Y	1005T
101121101	御龙圣衣	传说神龙的皮所制作而成，天地圣物	1	200	12	10	8	0	3	1	4	1	1	2	11	108	120	6	4.8	13.2	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1005Y	1005T
101220101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	8	0	3	1	4	1	2	2	1	108	8.4	0.3	0.78	0.66	0	0	0	0	0	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1001Y	1001T
101220201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	8	0	3	1	4	1	2	2	2	108	16.8	0.6	1.56	1.32	0	0	0	0	0	16.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1002Y	1002T
101220301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	8	0	3	1	4	1	2	2	3	108	33.6	1.2	3.12	2.64	0	0	0	0	0	33.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1003Y	1003T
101220401	隐世服	世外高人所炼化服饰	1	60	12	10	8	0	3	1	4	1	2	2	4	108	50.4	1.8	4.68	3.96	0	0	0	0	0	50.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1004Y	1004T
101220501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	8	0	3	1	4	1	2	2	5	108	67.2	2.4	6.24	5.28	0	0	0	0	0	67.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1005Y	1005T
101220601	七星衣	七星所化，蕴涵神力	1	100	12	10	8	0	3	1	4	1	2	2	6	108	84	3	7.8	6.6	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101220701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	8	0	3	1	4	1	2	2	7	108	100.8	3.6	9.36	7.92	0	0	0	0	0	100.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101220801	琳寒仙衣	天宫极寒之地所藏	1	140	12	10	8	0	3	1	4	1	2	2	8	108	117.6	4.2	10.92	9.24	0	0	0	0	0	117.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1005Y	1005T
101220901	圣绵仙衣	古墓之圣物，权贵的象征	1	160	12	10	8	0	3	1	4	1	2	2	9	108	134.4	4.8	12.48	10.56	0	0	0	0	0	134.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1005Y	1005T
101221001	天火圣衣	天火所化身为衣物，极为凶煞	1	180	12	10	8	0	3	1	4	1	2	2	10	108	151.2	5.4	14.04	11.88	0	0	0	0	0	151.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1005Y	1005T
101221101	御龙圣衣	传说神龙的皮所制作而成，天地圣物	1	200	12	10	8	0	3	1	4	1	2	2	11	108	168	6	15.6	13.2	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1005Y	1005T
101320101	丝绸衣	普通绸缎缝制的衣物	1	10	12	10	8	0	3	1	4	1	3	2	1	108	12	0.3	0.96	0.66	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1001Y	1001T
101320201	连云衣	金边女衣，非常美丽漂亮	1	20	12	10	8	0	3	1	4	1	3	2	2	108	24	0.6	1.92	1.32	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1002Y	1002T
101320301	红尘衣	此等华丽的衣物，人间罕见	1	40	12	10	8	0	3	1	4	1	3	2	3	108	48	1.2	3.84	2.64	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1003Y	1003T
101320401	隐世服	世外高人所炼化服饰	1	60	12	10	8	0	3	1	4	1	3	2	4	108	72	1.8	5.76	3.96	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1004Y	1004T
101320501	金蚕甲	金蚕丝所缝制，极其珍贵	1	80	12	10	8	0	3	1	4	1	3	2	5	108	96	2.4	7.68	5.28	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1005Y	1005T
101320601	七星衣	七星所化，蕴涵神力	1	100	12	10	8	0	3	1	4	1	3	2	6	108	120	3	9.6	6.6	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1005Y	1005T
101320701	百花仙衣	聚集天地百种奇花，蕴涵诡异的力量	1	120	12	10	8	0	3	1	4	1	3	2	7	108	144	3.6	11.52	7.92	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1005Y	1005T
